OTP,VK-AxisBk,"Hello, 616951 is your NETSECURE code for Funds Transfer from A/c no. XXXX4071 to A/c no. XXXX1818 of amount of INR|60000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AXAxisBk,"Hello, 705865 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX5922 of amount of INR|2000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,IM-AxisBk,"Hello, 761089 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX8550 of amount of INR|25000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, 761089 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX8550 of amount of INR|25000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 797578 is your NETSECURE code for Funds Transfer from A/c no. XXXX4071 to A/c no. XXXX8642 of amount of INR|200000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 843269 is your NETSECURE code for the transaction. Do not share with anyone.",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 917778 is your NETSECURE code for Funds Transfer from A/c no. XXXX6312 to A/c no. XXXX8218 of amount of INR|25000.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, 960632 is your NETSECURE code for the transaction. Do not share with anyone.",,,,,,,,,,,,,,,,,,
OTP,AXAxisBk,"Hello, 973154 is your NETSECURE code for Txn details: Shopping Mall txn with payee name PAYTM MOBILE SOLUTIONS PVT LTD for amount INR|220.0. Do not share with anyone. Have a good day!",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, OTP to set your internet banking password is 33245089 For security reasons, DO NOT share OTP with anyone.Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, OTP to set your internet banking password is 92751636 For security reasons, DO NOT share OTP with anyone.Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,IM-AxisBk,"Hello, your code to set your online password is  12274081 .DO NOT share it with anyone. Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,IM-AxisBk,"Hello, your code to set your online password is  25209001 .DO NOT share it with anyone. Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,VK-AxisBk,"Hello, your code to set your online password is  29267599 .DO NOT share it with anyone. Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,AX-AxisBk,"Hello, your code to set your online password is  32155186 .DO NOT share it with anyone. Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,VM-AxisBk,"Hello, your code to set your online password is  69559818 .DO NOT share it with anyone. Have a nice day!",,,,,,,,,,,,,,,,,,
OTP,1901,Hello! Your Unique Porting Code is VX183577. This code will be used as an reference during porting and will be valid till 2016-11-01 23:59:59.,,,,,,,,,,,,,,,,,,
OTP,AM-UBERIN,Here's your Uber code: 1959,,,,,,,,,,,,,,,,,,
OTP,VK-MOMOES,Hi - welcome to Momoe. Please enter the OTP 542723 into our app to complete the verification of your phone number. Have a nice day!,,,,,,,,,,,,,,,,,,
OTP,VM-INDMRT,Hi ! Welcome to IndiaMART. Your Password is 5zkdjdfx64 Visit http://goim.in/P4DjLMDe for all your buying and selling requirements.,,,,,,,,,,,,,,,,,,
OTP,DMTaxiFS,"Hi, please use OTP 2DPGB to authenticate your request. This will authorize TaxiForSure to provide you its services.",,,,,,,,,,,,,,,,,,
OTP,DM-MEDLIF,"Hi, Your Medlife OTP is 934460 . By using the OTP, you agree to the terms and conditions on medlife.com",,,,,,,,,,,,,,,,,,
OTP,VM-GOHIKE,Hi! Your hike PIN is 4863. Happy hiking :),,,,,,,,,,,,,,,,,,
OTP,VM-GOHIKE,Hi! Your hike PIN is 8076. Happy hiking :),,,,,,,,,,,,,,,,,,
OTP,AL-WYNKED,Hi! Your music PIN is 5414. Keep grooving with Wynk :),,,,,,,,,,,,,,,,,,
OTP,AX-WYNKED,Hi! Your music PIN is 6957. Keep grooving with Wynk :),,,,,,,,,,,,,,,,,,
OTP,DM-OLAMNY,Hi! Your OTP 304711 for  is generated at 28-Apr-17 7:00:55 PM. Please do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,DM-OLAMNY,Hi! Your OTP 827582 for  is generated at 28-Apr-17 8:24:29 PM. Please do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,BA-HPGASa,"HPGas booking 530291 Con 12574 Booking Cleared till28.Mar.2017,EXCEL AGENCIES Delivery OTP 2707 Alt booking No 9493723456 Giveup subsidy use 7 in IVR",,,,,,,,,,,,,,,,,,
OTP,YD-IMOSMS,imo code 9202,,,,,,,,,,,,,,,,,,
OTP,DM-ITDCPC,"ITR for PAN: ALVxxxxx6A, AY 2017-18 and Ack No.134744261040817 has been processed at CPC.Order u/s 143(1) will be sent by email.",,,,,,,,,,,,,,,,,,
OTP,VK-ITDCPC,"ITR for PAN: ANDxxxxx1A, AY 2017-18 and Ack No.839888570020717 has been processed at CPC.Order u/s 143(1) will be sent by email.",,,,,,,,,,,,,,,,,,
OTP,IX-OLACAB,"Jitendra (9783541812) is on the way to your location in a White Dzire Tour RJ14TE1293. 

Once you board the cab please share OTP-7045 with driver to start trip.",,,,,,,,,,,,,,,,,,
OTP,AD-OLACAB,"Lokeshappa  (+918105908951) is currently serving another customer and will reach shortly to serve you for 2 hrs 20 km in a Silver Indica KA53C8833.

Share start trip OTP-3404 only on boarding the cab and share stop trip OTP: 2705 at the end of ride with driver.",,,,,,,,,,,,,,,,,,
OTP,IX-OLACAB,"Mehmud (9521334396) is on the way to your location in a White Indigo RJ14TB2459. 

Once you board the cab please share OTP-5061 with driver to start trip.",,,,,,,,,,,,,,,,,,
OTP,59039002,Microsoft account single-use code: 8122240,,,,,,,,,,,,,,,,,,
OTP,AX-ITDEFL,Mobile OTP is 307426.Use this along with the OTP sent to your email to reset password of your e-filing account -Income Tax Department,,,,,,,,,,,,,,,,,,
OTP,VK-NikiAI,Niki App OTP: 9833. Download using: http://niki.ai/app. Happy Ordering!,,,,,,,,,,,,,,,,,,
OTP,OLA,Once you board your Ola ride,"please share OTP-5260 with driver to start trip.""",,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK9,One Time Password for Merchant IVR trxn on your HDFC Bank Card 0445 is 164671 and valid till 11:19 hrs. Do not share this OTP to anyone for security reasons,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for Merchant IVR trxn on your HDFC Bank Card 0445 is 878536 and valid till 13:22 hrs. Do not share this OTP to anyone for security reasons,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for Merchant IVR trxn on your HDFC Bank Card 2587 is 243212 and valid till 11:29 hrs. Do not share this OTP to anyone for security reasons,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK1,One Time Password for MobileBanking Transaction is 005244.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK0,One Time Password for MobileBanking Transaction is 277014.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for MobileBanking Transaction is 589957.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK,One Time Password for MobileBanking Transaction is 591073.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for MobileBanking Transaction is 657627.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,One Time Password for MobileBanking Transaction is 909755.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for MobileBanking Transaction is 922375.Please use the password to complete the Transaction.Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK01,One Time Password for NetBanking Transaction is 011967. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX9273,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK9,One Time Password for NetBanking Transaction is 015972. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX4276,,,,,,,,,,,,,,,,,,
OTP,IMHDFCBK,One Time Password for NetBanking Transaction is 058294. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX2901,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK4,One Time Password for NetBanking Transaction is 107244. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX1008,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK6,One Time Password for NetBanking Transaction is 117199. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK4,One Time Password for NetBanking Transaction is 122410. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX9328,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK6,One Time Password for NetBanking Transaction is 165776. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,IM-HDFCBK,One Time Password for NetBanking Transaction is 342098. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK06,One Time Password for NetBanking Transaction is 390024. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX3544,,,,,,,,,,,,,,,,,,
OTP,VMHDFCBK4,One Time Password for NetBanking Transaction is 458827. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX1939,,,,,,,,,,,,,,,,,,
OTP,VMHDFCBK5,One Time Password for NetBanking Transaction is 458827. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX1939,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK1,One Time Password for NetBanking Transaction is 495581. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK8,One Time Password for NetBanking Transaction is 544610. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VMHDFCBK7,One Time Password for NetBanking Transaction is 546173. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX9662,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK7,One Time Password for NetBanking Transaction is 561338. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,IM-HDFCBK,One Time Password for NetBanking Transaction is 634935. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,One Time Password for NetBanking Transaction is 642923. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK7,One Time Password for NetBanking Transaction is 648446. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK8,One Time Password for NetBanking Transaction is 650955. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,IM-HDFCBK,One Time Password for NetBanking Transaction is 692737. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK02,One Time Password for NetBanking Transaction is 718095. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX2829,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK4,One Time Password for NetBanking Transaction is 748188. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX0020,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK3,One Time Password for NetBanking Transaction is 842408. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX2625,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK6,One Time Password for NetBanking Transaction is 875448. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX6190,,,,,,,,,,,,,,,,,,
OTP,IM-HDFCBK,One Time Password for NetBanking Transaction is 896373. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password for NetBanking Transaction is 902180. Please use the password to complete the Transaction. Pls do not share this with anyone.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK5,One Time Password for NetBanking Transaction is 965628. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX0800,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,One Time Password for NetBanking Transaction is 989264. Please use the password to complete the Transaction. Pls do not share this with anyone. Ref No- XXXX3265,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password(OTP) for Debit Card ending 4360 is 273350. Pls use this OTP at HDFC Bank ATM(Language selection screen) to create your ATM PIN before 28Feb18,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,One Time Password(OTP) for Debit Card ending 4360 is 273350. Pls use this OTP at HDFC Bank ATM(Language selection screen) to create your ATM PIN before 28Feb18,,,,,,,,,,,,,,,,,,
OTP,VKHDFCBK,One Time Password(OTP) for Debit Card ending 8093 is 714877. Pls use this OTP at HDFC Bank ATM(Language selection screen) to create your ATM PIN before 03May17,,,,,,,,,,,,,,,,,,
OTP,VMHDFCBK,One Time Password(OTP) for Debit Card ending 8093 is 714877. Pls use this OTP at HDFC Bank ATM(Language selection screen) to create your ATM PIN before 03May17,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK,One Time Password(OTP) for HDFC Bank Credit Card ending with 1646 is 162414 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 28Sep17.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK1,One Time Password(OTP) for HDFC Bank Credit Card ending with 2587 is 686803 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 03Apr17.,,,,,,,,,,,,,,,,,,
OTP,VK-HDFCBK8,One Time Password(OTP) for HDFC Bank Credit Card ending with 2587 is 686803 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 03Apr17.,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK,One Time Password(OTP) for HDFC Bank Credit Card ending with 2587 is 686803 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 03Apr17.,,,,,,,,,,,,,,,,,,
OTP,VM-HDFCBK1,One Time Password(OTP) for HDFC Bank Credit Card ending with 2587 is 686803 Please use this OTP at HDFC Bank ATM to create your ATM PIN before 03Apr17.,,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,Onetime password (OTP) for your APIN request over IVR is 306762. This is usable once & valid for 15 mins from the request. PLEASE DO NOT SHARE WITH ANYONE.,,,,,,,,,,,,,,,,,,
OTP,ADHDFCBK0,OTP (One Time Password) entered by you is incorrect. We request you to re-initiate the transaction and enter correct OTP.,,,,,,,,,,,,,,,,,,
OTP,AMHDFCBK1,OTP (One Time Password) entered by you is incorrect. We request you to re-initiate the transaction and enter correct OTP.,,,,,,,,,,,,,,,,,,
OTP,ADADHAAR,"OTP for Aadhaar (XXXX0729) is 335348 and is valid for 30 minutes.
(Generated at 2018-04-18 3:17:37)",,,,,,,,,,,,,,,,,,
OTP,AM-ADHAAR,"OTP for Aadhaar (XXXX4675) is 192731 and is valid for 30 minutes.
(Generated at 2018-02-06 08:23:35)",,,,,,,,,,,,,,,,,,
OTP,VKADHAAR,"OTP for Aadhaar (XXXX4675) is 301271 and is valid for 30 minutes.
(Generated at 2018-04-12 2:51:22)",,,,,,,,,,,,,,,,,,
OTP,ADADHAAR,"OTP for Aadhaar (XXXX4675) is 478472 and is valid for 30 minutes.
(Generated at 2018-04-18 3:15:49)",,,,,,,,,,,,,,,,,,
OTP,ID-ADHAAR,"OTP for Aadhaar (XXXX5137) is 284626 and is valid for 30 minutes.
(Generated at 2018-03-18 12:19:49)",,,,,,,,,,,,,,,,,,
OTP,ID-ADHAAR,"OTP for Aadhaar (XXXX5137) is 777649 and is valid for 30 minutes.
(Generated at 2018-03-18 12:26:36)",,,,,,,,,,,,,,,,,,
OTP,VK-ADHAAR,"OTP for Aadhaar (XXXX5137) is 780649 and is valid for 30 minutes.
(Generated at 2018-03-24 7:59:0)",,,,,,,,,,,,,,,,,,
OTP,TM-CITIBK,"OTP for easy authentication of your interaction with CitiPhone officer is 132497.Valid - 15 mins. Call us immediately on 18602102484 or 02249552484, if you are not speaking to CitiPhone now.",,,,,,,,,,,,,,,,,,
OTP,DM-SBIINB,OTP for eFiling is 14691008. Please do not share it with anybody. Bank will NEVER ask for it.,,,,,,,,,,,,,,,,,,
OTP,VMIRCTCi,OTP for forget password recovery of user id bihaniayus is 701720,,,,,,,,,,,,,,,,,,
OTP,AX-LICIND,OTP for Linking your Aadhaar/PAN with LIC Policies is 358222.,,,,,,,,,,,,,,,,,,
OTP,AX-BajajF,"OTP for login to Bajaj Finserv Customer Portal is confidential. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS OTP. PLEASE DO NOT SHARE IT WITH ANYONE. Your OTP is 23985. IF YOU HAVE NOT REQUESTED FOR THIS OTP, PLEASE CALL US ON 020-39574200",,,,,,,,,,,,,,,,,,
OTP,VM-BAJAJF,OTP for Mobile 8971752866 is 091925 and is valid for 30 minutes. Generated at 3/8/18 3:48 PM .,,,,,,,,,,,,,,,,,,
OTP,AD-BAJAJF,OTP for Mobile 8971752866 is 171686 and is valid for 30 minutes. Generated at 5/22/18 6:41 PM .,,,,,,,,,,,,,,,,,,
OTP,BA-PORTAL,OTP for Mobile Number validation on BSNL portal is:450391,,,,,,,,,,,,,,,,,,
OTP,DM-MGCBRK,OTP for online verification of your MagicBricks account is 486. This OTP can be used only once and is valid for 24 hrs.,,,,,,,,,,,,,,,,,,
OTP,VK-ozoneN,OTP for ozone wifi access is 294119,,,,,,,,,,,,,,,,,,
OTP,AM-SRIBIT,"OTP for Password reset is : 82047691. It will be valid for 15 min. Do not Share it with anyone. 
 - SRIB IT",,,,,,,,,,,,,,,,,,
OTP,DM-SBIINB,OTP for transaction Abhibus Services India Private Limited is:64689037. Do not share it with anyone,,,,,,,,,,,,,,,,,,
OTP,TM-SBIINB,OTP for transaction Amazon Seller Services Pvt Ltd is:18617115. Do not share it with anyone,,,,,,,,,,,,,,,,,,
OTP,DM-SBIINB,OTP for transaction Amazon Seller Services Pvt Ltd is:26299687. Do not share it with anyone,,,,,,,,,,,,,,,,,,
OTP,TD-SBIINB,OTP for transaction Amazon Seller Services Pvt Ltd is:39539522. Do not share it with anyone,,,,,,,,,,,,,,,,,,
OTP,TM-SBIINB,OTP for transaction Amazon Seller Services Pvt Ltd is:95118287. Do not share it with anyone,,,,,,,,,,,,,,,,,,
